Full name,Unique Employee ID,Department,Position,Employee Type,Employee Type 2,Working hours,Hourly rate,Employment start date,Reporting to,Reporting to ID,Separation Reason,Gender,Ethnicity,Age,Termination Date ,Region,Report Date
Stefanie Thompson,680415,Tech,Financial manager,Full-time,Temporary,40,55.7600917,2015-10-12,Manager 18,25,Involuntary,Male,Group E,52,2016-11-28,Central,2023-09-01
Daniel Patrick,567999,Logistics,Podiatrist,Contractor,Permanent,40,66.96911149,2015-10-15,Manager 6,50,,Female,Group D,67,,South,2023-09-01
April Coleman,689469,Tech,Actor,Full-time,Temporary,40,74.11172708,2015-10-15,Manager 36,32,Involuntary,Female,Group E,26,2018-06-17,North,2023-09-01
Zachary Gomez,762131,Accounting,Chief Financial Officer,Full-time,Permanent,40,89.19244809,2015-10-19,Manager 34,10,Voluntary,Female,Group c,63,2020-06-29,Central,2023-09-01
John Benjamin,103652,Logistics,Copy,Contractor,Permanent,40,74.15215964,2015-10-20,Manager 46,11,Involuntary,Male,Group c,44,2016-12-18,East,2023-09-01
Valerie Hunt,715829,Tech,"Editor, magazine features",Part-time,Permanent,24,78.05880676,2015-10-23,Manager 14,49,,Male,Group c,62,,Central,2023-09-01
Carlos Morris,905438,Production,Charity officer,Contractor,Permanent,40,68.7233191,2015-10-23,Manager 17,4,Involuntary,Female,Group A,51,2018-10-31,Midwest,2023-09-01
Eric Gomez,149694,Sales,"Therapist, sports",Contractor,Permanent,40,87.341362,2015-10-24,Manager 26,44,,Female,Group A,55,,Northwest,2023-09-01
Heather Ruiz,511669,Logistics,Ceramics designer,Contractor,Temporary,24,27.7073701,2015-10-24,Manager 19,30,Voluntary,Female,Group c,34,2020-11-29,East,2023-09-01
Brooke Taylor,925777,Legal,"Designer, interior/spatial",Full-time,Temporary,40,30.33742493,2015-10-24,Manager 48,42,,Male,Group B,51,,North,2023-09-01
Michael Black,416669,Sales,Prison officer,Full-time,Temporary,40,68.90013834,2015-10-26,Manager 30,20,Involuntary,Female,Group D,22,2022-08-15,Central,2023-09-01
Eric Alvarado,835914,Production,Recycling officer,Contractor,Permanent,32,43.59392046,2015-10-30,Manager 31,2,,Female,Group D,31,,Central,2023-09-01
Frank Warren,239954,Production,Accounting technician,Full-time,Permanent,40,60.71614675,2015-11-01,Manager 43,39,Involuntary,Male,Group A,67,2022-10-05,East,2023-09-01
Michael Rodriguez MD,659717,IT,"Therapist, nutritional",Full-time,Permanent,40,80.96721744,2015-11-01,Manager 25,26,,Male,Group c,60,,South,2023-09-01
John Hernandez,888008,Tech,Minerals surveyor,Full-time,Permanent,40,45.5549001,2015-11-01,Manager 3,14,Voluntary,Female,Group B,27,2016-09-15,South,2023-09-01
Kirk Martinez,587940,HR,Office manager,Full-time,Temporary,40,50.71455848,2015-11-02,Manager 43,39,Voluntary,Male,Group A,60,2022-02-21,Northwest,2023-09-01
David Henry,162695,Business Management,Counselling psychologist,Contractor,Temporary,24,59.55344688,2015-11-05,Manager 5,13,,Female,Group c,53,,East,2023-09-01
Shannon Reynolds,338608,Accounting,Police officer,Contractor,Temporary,40,26.42933495,2015-11-05,Manager 48,42,,Female,Group E,33,,Midwest,2023-09-01
Andrew Aguilar,221935,IT,Pharmacologist,Full-time,Temporary,40,60.92257144,2015-11-06,Manager 5,13,Voluntary,Female,Group A,62,2022-12-18,North,2023-09-01
Clayton Chung,138689,Logistics,Cartographer,Full-time,Permanent,40,33.84232673,2015-11-07,Manager 13,37,,Female,Group A,67,,North,2023-09-01
Joann Peters,389204,Logistics,Sport and exercise psychologist,Contractor,Permanent,40,73.13668993,2015-11-07,Manager 15,43,Involuntary,Male,Group E,33,2020-12-13,Midwest,2023-09-01
Joseph Robinson,583431,Logistics,Web designer,Part-time,Permanent,24,36.62148874,2015-11-08,Manager 8,17,,Female,Group A,43,,North,2023-09-01
Derek Mathews,841417,HR,Community development worker,Contractor,Permanent,40,44.57373247,2015-11-10,Manager 41,34,Involuntary,Female,Group B,32,2016-10-27,North,2023-09-01
Angela Poole,223442,HR,Planning and development surveyor,Contractor,Permanent,32,89.95206321,2015-11-12,Manager 31,2,,Female,Group B,25,,South,2023-09-01
Barbara West,740966,Marketing,Animator,Part-time,Permanent,24,77.7558453,2015-11-12,Manager 48,42,Voluntary,Male,Group A,28,2018-01-14,Central,2023-09-01
Felicia Young,818850,Marketing,IT technical support officer,Full-time,Temporary,40,63.36330463,2015-11-12,Manager 44,21,Involuntary,Male,Group B,24,2018-05-18,Midwest,2023-09-01
Robert Harrell MD,954623,Logistics,Research scientist (medical),Full-time,Temporary,40,35.59170695,2015-11-12,Manager 8,17,Voluntary,Female,Group E,53,2017-06-29,East,2023-09-01
Monica Little,180584,Marketing,"Geologist, engineering",Contractor,Permanent,40,87.40017305,2015-11-13,Manager 15,43,,Female,Group B,65,,Northwest,2023-09-01
Ricky Donovan,505531,HR,Investment analyst,Part-time,Temporary,24,38.54525129,2015-11-15,Manager 23,27,Involuntary,Male,Group c,53,2016-06-10,South,2023-09-01
Christopher Mitchell,692560,Sales,Interpreter,Full-time,Temporary,40,73.6344428,2015-11-15,Manager 17,4,,Female,Group B,50,,East,2023-09-01
Nicholas Kelly,478876,IT,Agricultural engineer,Contractor,Permanent,40,83.77513169,2015-11-17,Manager 8,17,Involuntary,Female,Group B,43,2020-11-28,East,2023-09-01
April Bell,732384,Logistics,"Scientist, audiological",Part-time,Temporary,24,79.24883479,2015-11-18,Manager 25,26,Involuntary,Male,Group E,62,2021-06-01,South,2023-09-01
Mr. Phillip Fischer,337022,Business Management,Public relations account executive,Full-time,Temporary,40,39.80775396,2015-11-21,Manager 3,14,,Male,Group D,55,,Midwest,2023-09-01
Mark Montgomery,433107,Accounting,Purchasing manager,Contractor,Temporary,40,72.14784765,2015-11-21,Manager 34,10,Voluntary,Male,Group D,36,2019-09-02,Northwest,2023-09-01
Mark Strickland,764536,IT,"Secretary, company",Part-time,Permanent,32,37.23754046,2015-11-21,Manager 8,17,Voluntary,Male,Group E,63,2016-06-26,Northwest,2023-09-01
Margaret Ross DDS,587630,Production,Commercial horticulturist,Full-time,Temporary,40,53.25768569,2015-11-22,Manager 27,1,Involuntary,Female,Group D,40,2019-08-05,Northwest,2023-09-01
Michael Kelley,930242,Accounting,"Education officer, environmental",Full-time,Permanent,40,49.01847987,2015-11-22,Manager 25,26,Involuntary,Female,Group D,62,2022-10-29,Central,2023-09-01
Jessica Montoya,571374,Logistics,"Clinical scientist, histocompatibility and immunogenetics",Full-time,Permanent,40,45.10462782,2015-11-23,Manager 14,49,,Female,Group E,31,,Central,2023-09-01
Matthew Harris,271821,Sales,Insurance account manager,Full-time,Permanent,40,45.78194279,2015-11-25,Manager 2,40,Involuntary,Male,Group B,51,2018-10-17,South,2023-09-01
John Gonzalez,910263,Marketing,Academic librarian,Part-time,Permanent,32,53.37510347,2015-11-25,Manager 8,17,Involuntary,Male,Group B,23,2017-07-25,Northwest,2023-09-01
Nicholas Escobar,541984,IT,Sub,Contractor,Permanent,40,25.01629186,2015-11-27,Manager 29,46,Voluntary,Female,Group B,48,2020-11-26,South,2023-09-01
Christine Cline,147857,Logistics,Solicitor,Part-time,Temporary,24,28.3424623,2015-11-29,Manager 15,43,,Female,Group c,53,,North,2023-09-01
Michael Ballard,256583,Accounting,"Clinical scientist, histocompatibility and immunogenetics",Part-time,Temporary,24,31.07876091,2015-11-30,Manager 26,44,Involuntary,Female,Group D,30,2019-10-15,Midwest,2023-09-01
Timothy Brandt,838912,HR,Risk manager,Contractor,Permanent,40,35.02635592,2015-11-30,Manager 14,49,Voluntary,Male,Group E,38,2021-10-14,Midwest,2023-09-01
Gary Barton,402285,Legal,"Pharmacist, community",Full-time,Permanent,40,53.67612693,2015-12-01,Manager 34,10,,Female,Group c,37,,North,2023-09-01
Melinda Smith,814840,IT,Information officer,Contractor,Temporary,32,54.54007738,2015-12-02,Manager 29,46,Involuntary,Male,Group E,51,2017-02-22,North,2023-09-01
Jaime Espinoza,469403,Accounting,Statistician,Part-time,Permanent,24,55.59697476,2015-12-03,Manager 14,49,Involuntary,Male,Group c,57,2018-07-10,East,2023-09-01
Angela Holmes,124712,Business Management,Horticultural therapist,Contractor,Permanent,24,37.76947115,2015-12-04,Manager 28,6,,Male,Group B,25,,South,2023-09-01
Lisa Olson,158893,Sales,Sales executive,Contractor,Permanent,40,23.94660501,2015-12-06,Manager 16,8,,Female,Group B,39,,Midwest,2023-09-01
Tiffany Humphrey,858892,Business Management,"Programmer, applications",Full-time,Temporary,40,70.92397519,2015-12-06,Manager 39,35,Voluntary,Male,Group E,47,2018-01-15,East,2023-09-01
Michael Brown,139358,Accounting,Multimedia specialist,Full-time,Permanent,40,23.88206946,2015-12-09,Manager 48,42,,Female,Group B,26,,East,2023-09-01
Louis Berry,429639,Sales,Claims inspector/assessor,Full-time,Permanent,40,23.23482595,2015-12-09,Manager 27,1,,Female,Group D,38,,Midwest,2023-09-01
Thomas Collins,440675,IT,"Therapist, speech and language",Full-time,Permanent,40,25.15144671,2015-12-10,Manager 15,43,Voluntary,Male,Group c,50,2020-06-21,North,2023-09-01
Mrs. Natalie Watson,107661,Marketing,"Programmer, multimedia",Contractor,Permanent,40,34.87627973,2015-12-11,Manager 19,30,Involuntary,Female,Group c,32,2017-07-23,East,2023-09-01
Thomas Torres,109176,Production,Agricultural consultant,Full-time,Permanent,40,22.81783935,2015-12-12,Manager 49,36,,Male,Group A,53,,Northwest,2023-09-01
Michael Trevino,736696,Sales,Newspaper journalist,Full-time,Permanent,40,72.96544057,2015-12-12,Manager 43,39,Involuntary,Male,Group c,29,2020-02-06,Central,2023-09-01
Jason Smith,153443,Sales,Recruitment consultant,Contractor,Permanent,40,45.64127063,2015-12-14,Manager 40,18,,Female,Group E,54,,Midwest,2023-09-01
David Clark Jr.,540495,Legal,Exhibition designer,Full-time,Permanent,40,27.957623,2015-12-14,Manager 18,25,,Female,Group A,54,,North,2023-09-01
Alexandria Hamilton,575672,Production,Estate manager/land agent,Full-time,Temporary,40,85.0145355,2015-12-14,Manager 3,14,Voluntary,Male,Group A,65,2016-08-03,East,2023-09-01
Michele Garcia,714462,Production,Merchant navy officer,Part-time,Temporary,24,63.76915967,2015-12-14,Manager 23,27,Involuntary,Male,Group B,46,2020-11-12,East,2023-09-01
Heidi Walker,106413,Marketing,Insurance risk surveyor,Contractor,Permanent,32,23.65114848,2015-12-18,Manager 23,27,Involuntary,Male,Group c,57,2017-08-11,Central,2023-09-01
Glenn Hobbs,108159,Production,"Buyer, retail",Full-time,Temporary,40,82.44195226,2015-12-19,Manager 17,4,,Male,Group E,52,,Northwest,2023-09-01
David Washington,784847,Legal,Soil scientist,Part-time,Permanent,24,86.66305122,2015-12-20,Manager 42,15,Voluntary,Female,Group B,66,2019-04-19,Northwest,2023-09-01
Jamie Vincent,341926,Production,Mechanical engineer,Full-time,Permanent,40,34.21475343,2015-12-23,Manager 15,43,,Male,Group E,61,,South,2023-09-01
Lori Barber,288897,Legal,Air traffic controller,Contractor,Permanent,32,75.86769541,2015-12-24,Manager 3,14,Voluntary,Female,Group A,42,2022-04-17,South,2023-09-01
John Miller,838779,Sales,"Journalist, magazine",Part-time,Permanent,32,48.82861734,2015-12-24,Manager 27,1,Involuntary,Female,Group c,40,2018-08-19,East,2023-09-01
Michelle Mitchell,878619,Production,Medical secretary,Full-time,Temporary,40,44.89025467,2015-12-24,Manager 10,41,Involuntary,Male,Group B,46,2019-05-29,East,2023-09-01
Madeline Alvarez,306748,Marketing,"Engineer, manufacturing",Part-time,Permanent,32,50.41052135,2015-12-26,Manager 48,42,Involuntary,Female,Group D,57,2017-08-06,Midwest,2023-09-01
Dawn Long,774595,Tech,"Development worker, international aid",Contractor,Temporary,32,72.96035133,2016-01-01,Manager 46,11,Involuntary,Male,Group c,67,2016-06-06,Midwest,2023-09-01
Aaron Jones,632117,Marketing,Data processing manager,Part-time,Permanent,32,29.56309956,2016-01-02,Manager 37,7,,Female,Group E,38,,Northwest,2023-09-01
Whitney Conley,422203,Legal,Legal executive,Contractor,Permanent,24,41.3282531,2016-01-04,Manager 50,28,,Female,Group E,51,,North,2023-09-01
Chad Wong Jr.,184044,Sales,Higher education careers adviser,Contractor,Temporary,32,72.030393,2016-01-05,Manager 47,3,,Female,Group B,46,,Midwest,2023-09-01
Kelly Robinson,298310,Logistics,"Psychologist, sport and exercise",Full-time,Permanent,40,57.75450872,2016-01-08,Manager 17,4,Voluntary,Male,Group c,44,2018-11-24,Midwest,2023-09-01
Lawrence Holmes DDS,559647,Accounting,Research scientist (maths),Contractor,Permanent,40,27.2017907,2016-01-10,Manager 27,1,Voluntary,Male,Group B,46,2022-09-04,South,2023-09-01
Jessica Rodriguez,695926,Tech,"Radiographer, diagnostic",Contractor,Temporary,40,35.85867674,2016-01-10,Manager 46,11,Voluntary,Female,Group E,23,2018-03-12,Northwest,2023-09-01
Brandon Mcconnell,976837,HR,Oceanographer,Full-time,Temporary,40,43.22013461,2016-01-11,Manager 10,41,,Female,Group A,24,,Central,2023-09-01
Robert Weaver,540651,Logistics,Heritage manager,Part-time,Temporary,24,75.19101001,2016-01-12,Manager 14,49,Voluntary,Female,Group E,42,2019-05-08,Midwest,2023-09-01
Matthew Ramirez,161280,IT,"Engineer, manufacturing",Part-time,Temporary,32,82.7705817,2016-01-13,Manager 20,23,,Male,Group A,32,,Midwest,2023-09-01
James Gordon MD,306510,Production,Engineering geologist,Part-time,Temporary,24,64.01863403,2016-01-13,Manager 8,17,,Male,Group D,51,,East,2023-09-01
Patrick Morgan,211288,Sales,"Embryologist, clinical",Contractor,Permanent,24,26.35710375,2016-01-14,Manager 5,13,Involuntary,Female,Group B,58,2020-03-05,Midwest,2023-09-01
Audrey Martinez,264875,HR,"Radiographer, diagnostic",Full-time,Temporary,40,29.60243957,2016-01-14,Manager 41,34,Voluntary,Female,Group c,67,2021-01-02,East,2023-09-01
Jonathon Garcia,771347,Accounting,"Surveyor, quantity",Part-time,Temporary,24,32.07582363,2016-01-14,Manager 23,27,Voluntary,Female,Group D,62,2019-10-16,South,2023-09-01
David Patterson,799504,Legal,Market researcher,Full-time,Permanent,40,22.8423666,2016-01-15,Manager 27,1,,Female,Group E,23,,East,2023-09-01
Jacob Prince,914892,Legal,Corporate investment banker,Contractor,Permanent,40,44.82676386,2016-01-15,Manager 39,35,Involuntary,Female,Group B,51,2016-05-12,North,2023-09-01
Julie Mccarthy,255106,Production,Archivist,Part-time,Permanent,24,35.65871271,2016-01-16,Manager 37,7,,Male,Group B,60,,Central,2023-09-01
Shane Huber,272151,HR,Computer games developer,Full-time,Temporary,40,35.14450763,2016-01-16,Manager 16,8,Voluntary,Female,Group c,59,2021-04-04,South,2023-09-01
Evan Griffith,288964,Accounting,Airline pilot,Full-time,Temporary,40,76.25551978,2016-01-16,Manager 9,48,,Male,Group c,53,,Northwest,2023-09-01
Scott Bailey,553958,Business Management,Chief Strategy Officer,Part-time,Temporary,24,61.22440249,2016-01-20,Manager 40,18,,Male,Group c,64,,Midwest,2023-09-01
Brenda Walker,623338,Accounting,Catering manager,Contractor,Permanent,24,67.37020509,2016-01-22,Manager 20,23,,Female,Group E,46,,Central,2023-09-01
Bryan Richards,929652,Legal,Environmental manager,Part-time,Temporary,32,67.28974595,2016-01-22,Manager 37,7,Involuntary,Male,Group D,66,2021-09-10,Midwest,2023-09-01
William Phillips,473746,Business Management,Adult guidance worker,Part-time,Temporary,32,49.94650582,2016-01-23,Manager 48,42,Voluntary,Male,Group A,54,2017-08-15,Northwest,2023-09-01
Anthony Edwards,244806,Business Management,Mechanical engineer,Contractor,Temporary,32,78.30703551,2016-01-24,Manager 4,5,,Male,Group D,23,,East,2023-09-01
Joshua Alexander,408317,Tech,Community development worker,Part-time,Permanent,32,23.23434545,2016-01-24,Manager 5,13,Voluntary,Female,Group E,54,2021-07-02,Midwest,2023-09-01
Kimberly Flores,677649,Production,Chartered certified accountant,Part-time,Temporary,32,82.76756118,2016-01-24,Manager 43,39,Voluntary,Female,Group c,22,2018-12-14,East,2023-09-01
John Hansen,803486,Production,"Doctor, general practice",Contractor,Permanent,24,49.05227168,2016-01-24,Manager 29,46,Voluntary,Male,Group D,54,2022-04-30,East,2023-09-01
Dr. Karen Jacobs,333050,Production,Museum education officer,Contractor,Temporary,32,80.4897744,2016-01-28,Manager 1,19,,Female,Group D,59,,Northwest,2023-09-01
John Simmons,128310,Legal,Chief Executive Officer,Contractor,Permanent,40,83.92744042,2016-01-29,Manager 48,42,,Female,Group A,59,,East,2023-09-01
Travis Palmer,737135,Sales,Retail merchandiser,Part-time,Permanent,32,81.38535388,2016-01-30,Manager 33,9,Involuntary,Female,Group c,21,2021-07-07,East,2023-09-01
Angela Martin,107438,Sales,Outdoor activities/education manager,Full-time,Temporary,40,82.93775941,2016-01-31,Manager 9,48,Involuntary,Male,Group A,50,2018-10-08,Northwest,2023-09-01
Scott Vance,117935,Legal,Chief of Staff,Part-time,Permanent,24,27.21595455,2016-01-31,Manager 37,7,Voluntary,Female,Group E,66,2023-02-23,Central,2023-09-01
Chelsey Moran,198184,Marketing,"Programmer, systems",Contractor,Temporary,24,55.47240564,2016-01-31,Manager 44,21,,Male,Group c,41,,North,2023-09-01
Melissa Taylor,497684,Marketing,Furniture designer,Contractor,Permanent,32,73.75203185,2016-01-31,Manager 45,12,Voluntary,Female,Group D,38,2021-06-17,Northwest,2023-09-01
Carmen Mccarty,677746,IT,Pension scheme manager,Contractor,Temporary,40,50.66819158,2016-02-01,Manager 15,43,Involuntary,Male,Group B,38,2019-04-22,North,2023-09-01
Joel Nunez,287159,Marketing,Hospital doctor,Part-time,Temporary,24,58.54863754,2016-02-04,Manager 6,50,Involuntary,Female,Group c,26,2022-08-23,North,2023-09-01
Nicholas Wolf,340221,Business Management,Tax inspector,Full-time,Temporary,40,75.38961551,2016-02-04,Manager 45,12,,Female,Group D,23,,Central,2023-09-01
Shirley Perez,370673,Marketing,Control and instrumentation engineer,Contractor,Permanent,24,45.6190703,2016-02-04,Manager 31,2,Involuntary,Male,Group B,25,2020-10-02,Northwest,2023-09-01
Nathaniel Pennington,698381,IT,Financial trader,Contractor,Permanent,24,54.23248692,2016-02-05,Manager 49,36,Voluntary,Female,Group B,41,2018-07-27,North,2023-09-01
Carl Caldwell,112104,Legal,Surgeon,Full-time,Temporary,40,69.9023329,2016-02-06,Manager 40,18,Voluntary,Male,Group E,50,2021-05-15,Central,2023-09-01
Phillip Hull,775467,Tech,Immunologist,Full-time,Permanent,40,23.28538673,2016-02-06,Manager 37,7,Involuntary,Male,Group D,59,2016-07-08,South,2023-09-01
Holly French,586629,Accounting,Environmental manager,Contractor,Permanent,32,54.73800401,2016-02-07,Manager 16,8,Involuntary,Female,Group A,53,2019-11-25,North,2023-09-01
Daniel Watson,831052,HR,Sports development officer,Part-time,Permanent,32,30.39456403,2016-02-07,Manager 12,24,,Male,Group A,24,,Central,2023-09-01
James Taylor,831641,Logistics,"Surveyor, planning and development",Part-time,Permanent,24,71.60896258,2016-02-07,Manager 48,42,,Female,Group E,39,,South,2023-09-01
Catherine Pham,663689,Accounting,Legal secretary,Full-time,Permanent,40,40.99334195,2016-02-08,Manager 6,50,Voluntary,Female,Group c,63,2021-04-15,Midwest,2023-09-01
Patricia Casey,317449,Tech,Mining engineer,Part-time,Permanent,24,82.57109084,2016-02-09,Manager 21,45,,Female,Group A,25,,Central,2023-09-01
